form	lemma	id	pos	pers	num	tense	mood	voice	gend	case	degree
.	punc1	26	u	-	-	-	-	-	-	-	-

καίτοι	καίτοι	1	d	-	-	-	-	-	-	-	-
οἶδα	οἶδα	2	v	1	s	r	i	a	-	-	-
σχεδὸν	σχεδόν	3	d	-	-	-	-	-	-	-	-
ὅτι	ὅτι2	4	c	-	-	-	-	-	-	-	-
αὐτοῖς	αὐτός	5	a	-	p	-	-	-	n	d	_
τούτοις	οὗτος	6	p	-	p	-	-	-	n	d	-
ἀπεχθάνομαι	ἀπεχθάνομαι	7	v	1	s	p	i	m	-	-	-
,	punc1	8	u	-	-	-	-	-	-	-	-
ὃ	ὅς	9	p	-	s	-	-	-	n	n	-
καὶ	καί	10	d	-	-	-	-	-	-	-	-
τεκμήριον	τεκμήριον	11	n	-	s	-	-	-	n	n	-
ὅτι	ὅτι2	12	c	-	-	-	-	-	-	-	-
ἀληθῆ	ἀληθής	13	a	-	p	-	-	-	n	a	-
λέγω	λέγω3	14	v	1	s	p	i	a	-	-	-
καὶ	καί	15	c	-	-	-	-	-	-	-	-
ὅτι	ὅτι2	16	c	-	-	-	-	-	-	-	-
αὕτη	οὗτος	17	p	-	s	-	-	-	f	n	-
ἐστὶν	εἰμί	18	v	3	s	p	i	a	-	-	-
ἡ	ὁ	19	l	-	s	-	-	-	f	n	-
διαβολὴ	διαβολή	20	n	-	s	-	-	-	f	n	-
ἡ	ὁ	21	l	-	s	-	-	-	f	n	-
ἐμὴ	ἐμός	22	a	-	s	-	-	-	f	n	-
καὶ	καί	23	c	-	-	-	-	-	-	-	-
τὰ	ὁ	24	l	-	p	-	-	-	n	n	-
αἴτια	αἴτιος	25	a	-	p	-	-	-	n	n	-
ταῦτά	οὗτος	26	p	-	p	-	-	-	n	n	-
ἐστιν	εἰμί	27	v	3	s	p	i	a	-	-	-
.	punc1	28	u	-	-	-	-	-	-	-	-

καὶ	καί	1	d	-	-	-	-	-	-	-	-
ἐάν	ἐάν	2	c	-	-	-	-	-	-	-	-
-τε	τε	3	d	-	-	-	-	-	-	-	-
νῦν	νῦν	4	d	-	-	-	-	-	-	-	-
ἐάν	ἐάν	5	c	-	-	-	-	-	-	-	-
-τε	τε	6	c	-	-	-	-	-	-	-	-
αὖθις	αὖθις	7	d	-	-	-	-	-	-	-	-
ζητήσητε	ζητέω	8	v	2	p	a	s	a	-	-	-
ταῦτα	οὗτος	9	p	-	p	-	-	-	n	a	-
,	punc1	10	u	-	-	-	-	-	-	-	-
οὕτως	οὕτως	11	d	-	-	-	-	-	-	-	-
εὑρήσετε	εὑρίσκω	12	v	2	p	f	i	a	-	-	-
.	punc1	13	u	-	-	-	-	-	-	-	-

περὶ	περί	1	r	-	-	-	-	-	-	-	-
μὲν	μέν	2	d	-	-	-	-	-	-	-	-
οὖν	οὖν	3	d	-	-	-	-	-	-	-	-
ὧν	ὅς	4	p	-	p	-	-	-	n	g	-
οἱ	ὁ	5	l	-	p	-	-	-	m	n	-
πρῶτοί	πρότερος	6	a	-	p	-	-	-	m	n	-
μου	ἐγώ	7	p	1	s	-	-	-	m	g	-
κατήγοροι	κατήγορος	8	a	-	p	-	-	-	m	n	-
κατηγόρουν	κατηγορέω	9	v	3	p	i	i	a	-	-	-
αὕτη	οὗτος	10	p	-	s	-	-	-	f	n	-
ἔστω	εἰμί	11	v	3	s	p	m	a	-	-	-
ἱκανὴ	ἱκανός	12	a	-	s	-	-	-	f	n	-
ἀπολογία	ἀπολογία	13	n	-	s	-	-	-	f	n	-
πρὸς	πρός	14	r	-	-	-	-	-	-	-	-
ὑμᾶς	σύ	15	p	-	p	-	-	-	m	a	-
·	punc1	16	u	-	-	-	-	-	-	-	-

πρὸς	πρός	1	r	-	-	-	-	-	-	-	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
Μέλητον	Μέλητος	3	n	-	s	-	-	-	m	a	-
τὸν	ὁ	4	l	-	s	-	-	-	m	a	-
ἀγαθὸν	ἀγαθός	5	a	-	s	-	-	-	n	n	-
καὶ	καί	6	c	-	-	-	-	-	-	-	-
φιλόπολιν	φιλόπολις	7	n	-	s	-	-	-	m	a	-
,	punc1	8	u	-	-	-	-	-	-	-	-
ὥς	ὡς	9	c	-	-	-	-	-	-	-	-
φησι	φημί	10	v	3	s	p	i	a	-	-	-
,	punc1	11	u	-	-	-	-	-	-	-	-
καὶ	καί	12	c	-	-	-	-	-	-	-	-
τοὺς	ὁ	13	l	-	p	-	-	-	m	a	-
ὑστέρους	ὕστερος	14	a	-	p	-	-	-	m	a	-
μετὰ	μετά	15	r	-	-	-	-	-	-	-	-
ταῦτα	οὗτος	16	p	-	p	-	-	-	n	a	-
πειράσομαι	πειράω	17	v	1	s	f	i	m	-	-	-
ἀπολογήσασθαι	ἀπολογέομαι	18	v	-	-	a	n	m	-	-	-
.	punc1	19	u	-	-	-	-	-	-	-	-

αὖθις	αὖθις	1	d	-	-	-	-	-	-	-	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
δή	δή	3	d	-	-	-	-	-	-	-	-
,	punc1	4	u	-	-	-	-	-	-	-	-
ὥσπερ	ὥσπερ	5	c	-	-	-	-	-	-	-	-
ἑτέρων	ἕτερος	6	a	-	p	-	-	-	m	g	-
τούτων	οὗτος	7	p	-	p	-	-	-	m	g	-
ὄντων	εἰμί	8	v	-	p	p	p	a	m	g	-
κατηγόρων	κατήγορος	9	a	-	p	-	-	-	m	g	-
,	punc1	10	u	-	-	-	-	-	-	-	-
λάβωμεν	λαμβάνω	11	v	1	p	a	s	a	-	-	-
αὖ	αὖ	12	d	-	-	-	-	-	-	-	-
τὴν	ὁ	13	l	-	s	-	-	-	f	a	-
τούτων	οὗτος	14	p	-	p	-	-	-	m	g	-
ἀντωμοσίαν	ἀντωμοσία	15	n	-	s	-	-	-	f	a	-
.	punc1	16	u	-	-	-	-	-	-	-	-

ἔχει	ἔχω	1	v	3	s	p	i	a	-	-	-
δέ	δέ	2	d	-	-	-	-	-	-	-	-
πως	πως	3	d	-	-	-	-	-	-	-	-
ὧδε	ὧδε	4	d	-	-	-	-	-	-	-	-
·	punc1	5	u	-	-	-	-	-	-	-	-

Σωκράτη	Σωκράτης	1	n	-	s	-	-	-	m	a	-
φησὶν	φημί	2	v	3	s	p	i	a	-	-	-
ἀδικεῖν	ἀδικέω	3	v	-	-	p	n	a	-	-	-
τούς	ὁ	4	l	-	p	-	-	-	m	a	-
τε	τε	5	d	-	-	-	-	-	-	-	-
νέους	νέος	6	a	-	p	-	-	-	m	a	-
διαφθείροντα	διαφθείρω	7	v	-	s	p	p	a	m	a	-
καὶ	καί	8	c	-	-	-	-	-	-	-	-
θεοὺς	θεός	9	n	-	p	-	-	-	m	a	-
οὓς	ὅς	10	p	-	p	-	-	-	m	a	-
ἡ	ὁ	11	l	-	s	-	-	-	f	n	-
πόλις	πόλις	12	n	-	p	-	-	-	f	a	-
νομίζει	νομίζω	13	v	3	s	p	i	a	-	-	-
οὐ	οὐ	14	d	-	-	-	-	-	-	-	_
νομίζοντα	νομίζω	15	v	-	s	p	p	a	m	a	-
,	punc1	16	u	-	-	-	-	-	-	-	-
ἕτερα	ἕτερος	17	a	-	p	-	-	-	n	a	-
δὲ	δέ	18	c	-	-	-	-	-	-	-	-
δαιμόνια	δαιμόνιον	19	n	-	p	-	-	-	n	a	-
καινά	καινός	20	a	-	p	-	-	-	n	a	-
.	punc1	21	u	-	-	-	-	-	-	-	-

τὸ	ὁ	1	l	-	s	-	-	-	n	n	-
μὲν	μέν	2	d	-	-	-	-	-	-	-	-
δὴ	δή	3	d	-	-	-	-	-	-	-	-
ἔγκλημα	ἔγκλημα	4	n	-	s	-	-	-	n	n	-
τοιοῦτόν	τοιοῦτος	5	a	-	s	-	-	-	n	n	_
ἐστιν	εἰμί	6	v	3	s	p	i	a	-	-	-
·	punc1	7	u	-	-	-	-	-	-	-	-

τούτου	οὗτος	1	a	-	s	-	-	-	n	g	_
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
τοῦ	ὁ	3	l	-	s	-	-	-	n	g	-
ἐγκλήματος	ἔγκλημα	4	n	-	s	-	-	-	n	g	-
ἓν	εἷς	5	a	-	s	-	-	-	n	a	_
ἕκαστον	ἕκαστος	6	a	-	s	-	-	-	n	a	-
ἐξετάσωμεν	ἐξετάζω	7	v	1	p	a	s	a	-	-	-
.	punc1	8	u	-	-	-	-	-	-	-	-

φησὶ	φημί	1	v	3	s	p	i	a	-	-	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
δὴ	δή	3	d	-	-	-	-	-	-	-	-
τοὺς	ὁ	4	l	-	p	-	-	-	m	a	-
νέους	νέος	5	a	-	p	-	-	-	m	a	-
ἀδικεῖν	ἀδικέω	6	v	-	-	p	n	a	-	-	-
με	ἐγώ	7	p	1	s	-	-	-	m	a	-
διαφθείροντα	διαφθείρω	8	v	-	s	p	p	a	m	a	-
.	punc1	9	u	-	-	-	-	-	-	-	-

ἐγὼ	ἐγώ	1	p	1	s	-	-	-	m	n	-
δέ	δέ	2	d	-	-	-	-	-	-	-	-
γε	γε	3	d	-	-	-	-	-	-	-	-
,	punc1	4	u	-	-	-	-	-	-	-	-
ὦ	ὦ	5	i	-	-	-	-	-	-	-	-
ἄνδρες	ἀνήρ	6	n	-	p	-	-	-	m	v	-
Ἀθηναῖοι	Ἀθηναῖος	7	n	-	p	-	-	-	m	v	-
,	punc1	8	u	-	-	-	-	-	-	-	-
ἀδικεῖν	ἀδικέω	9	v	-	-	p	n	a	-	-	-
φημι	φημί	10	v	1	s	p	i	a	-	-	-
Μέλητον	Μέλητος	11	n	-	s	-	-	-	m	a	-
,	punc1	12	u	-	-	-	-	-	-	-	-
ὅτι	ὅτι2	13	c	-	-	-	-	-	-	-	-
σπουδῇ	σπουδή	14	n	-	s	-	-	-	f	d	-
χαριεντίζεται	χαριεντίζομαι	15	v	3	s	p	i	e	-	-	-
,	punc1	16	u	-	-	-	-	-	-	-	-
ῥᾳδίως	ῥᾴδιος	17	d	-	-	-	-	-	-	-	-
εἰς	εἰς	18	r	-	-	-	-	-	-	-	-
ἀγῶνα	ἀγών	19	n	-	s	-	-	-	m	a	-
καθιστὰς	καθίστημι	20	v	-	s	p	p	a	m	n	-
ἀνθρώπους	ἄνθρωπος	21	n	-	p	-	-	-	m	a	-
,	punc1	22	u	-	-	-	-	-	-	-	-
περὶ	περί	23	r	-	-	-	-	-	-	-	-
πραγμάτων	πρᾶγμα	24	n	-	p	-	-	-	n	g	-
προσποιούμενος	προσποιέω	25	v	-	s	p	p	e	m	n	-
σπουδάζειν	σπουδάζω	26	v	-	-	p	n	a	-	-	-
καὶ	καί	27	c	-	-	-	-	-	-	-	-
κήδεσθαι	κήδω	28	v	-	-	p	n	e	-	-	-
ὧν	ὅς	29	p	-	p	-	-	-	n	g	-
οὐδὲν	οὐδείς	30	p	-	s	-	-	-	n	n	-
τούτῳ	οὗτος	31	p	-	s	-	-	-	m	d	-
πώποτε	πώποτε	32	d	-	-	-	-	-	-	-	-
ἐμέλησεν	μέλω	33	v	3	s	a	i	a	-	-	-
·	punc1	34	u	-	-	-	-	-	-	-	-

ὡς	ὡς	1	c	-	-	-	-	-	-	-	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
τοῦτο	οὗτος	3	p	-	s	-	-	-	n	n	-
οὕτως	οὕτως	4	d	-	-	-	-	-	-	-	-
ἔχει	ἔχω	5	v	3	s	p	i	a	-	-	-
,	punc1	6	u	-	-	-	-	-	-	-	-
πειράσομαι	πειράω	7	v	1	s	f	i	m	-	-	-
καὶ	καί	8	d	-	-	-	-	-	-	-	-
ὑμῖν	σύ	9	p	-	p	-	-	-	m	d	-
ἐπιδεῖξαι	ἐπιδείκνυμι	10	v	-	-	a	n	a	-	-	-
.	punc1	11	u	-	-	-	-	-	-	-	-

καί	καί	1	d	-	-	-	-	-	-	-	_
μοι	ἐγώ	2	p	1	s	-	-	-	m	d	-
δεῦρο	δεῦρο	3	d	-	-	-	-	-	-	-	-
,	punc1	4	u	-	-	-	-	-	-	-	-
ὦ	ὦ	5	i	-	-	-	-	-	-	-	-
Μέλητε	Μέλητος	6	n	-	s	-	-	-	m	v	-
,	punc1	7	u	-	-	-	-	-	-	-	-
εἰπέ	εἶπον	8	v	2	s	a	m	a	-	-	-
·	punc1	9	u	-	-	-	-	-	-	-	-

ἄλλο	ἄλλος	1	a	-	s	-	-	-	n	a	_
τι	τις	2	p	-	s	-	-	-	n	a	-
ἢ	ἢ	3	c	-	-	-	-	-	-	-	-
περὶ	περί	4	r	-	-	-	-	-	-	-	-
πλείστου	πλεῖστος	5	a	-	s	-	-	-	n	g	-
ποιῇ	ποιέω	6	v	2	s	p	s	e	-	-	-
ὅπως	ὅπως	7	d	-	-	-	-	-	-	-	-
ὡς	ὡς	8	c	-	-	-	-	-	-	-	-
βέλτιστοι	βέλτιστος	9	a	-	p	-	-	-	m	n	-
οἱ	ὁ	10	l	-	p	-	-	-	m	n	-
νεώτεροι	νέος	11	a	-	p	-	-	-	m	n	c
ἔσονται	εἰμί	12	v	3	p	f	i	m	-	-	-
;	punc1	13	u	-	-	-	-	-	-	-	-

ἴθι	εἶμι	1	v	2	s	p	m	a	-	-	-
δή	δή	2	d	-	-	-	-	-	-	-	-
νυν	νῦν	3	d	-	-	-	-	-	-	-	-
εἰπὲ	εἶπον	4	v	2	s	a	m	a	-	-	-
τούτοις	οὗτος	5	p	-	p	-	-	-	m	d	-
,	punc1	6	u	-	-	-	-	-	-	-	-
τίς	τις	7	p	-	s	-	-	-	m	n	-
αὐτοὺς	αὐτός	8	p	-	p	-	-	-	m	a	-
βελτίους	βελτίων	9	a	-	p	-	-	-	m	a	c
ποιεῖ	ποιέω	10	v	3	s	p	i	a	-	-	-
;	punc1	11	u	-	-	-	-	-	-	-	-

δῆλον	δῆλος	1	a	-	s	-	-	-	n	n	-
γὰρ	γάρ	2	d	-	-	-	-	-	-	-	-
ὅτι	ὅτι2	3	c	-	-	-	-	-	-	-	-
οἶσθα	οἶδα	4	v	2	s	r	i	a	-	-	-
,	punc1	5	u	-	-	-	-	-	-	-	-
μέλον	μέλω	6	v	3	p	i	i	a	-	-	-
γέ	γε	7	d	-	-	-	-	-	-	-	-
σοι	σοι	8	p	-	s	-	-	-	m	d	-
.	punc1	9	u	-	-	-	-	-	-	-	-

τὸν	ὁ	1	l	-	s	-	-	-	m	a	-
μὲν	μέν	2	d	-	-	-	-	-	-	-	-
γὰρ	γάρ	3	d	-	-	-	-	-	-	-	-
διαφθείροντα	διαφθείρω	4	v	-	s	p	p	a	m	a	-
ἐξευρών	ἐξευρίσκω	5	v	-	s	a	p	a	m	n	-
,	punc1	6	u	-	-	-	-	-	-	-	-
ὡς	ὡς	7	c	-	-	-	-	-	-	-	-
φῄς	φημί	8	v	2	s	p	i	a	-	-	-
,	punc1	9	u	-	-	-	-	-	-	-	-
ἐμέ	ἐγώ	10	p	1	s	-	-	-	m	a	-
,	punc1	11	u	-	-	-	-	-	-	-	-
εἰσάγεις	εἰσάγω	12	v	2	s	p	i	a	-	-	-
τουτοισὶ	οὗτος	13	p	-	p	-	-	-	m	d	-
καὶ	καί	14	c	-	-	-	-	-	-	-	-
κατηγορεῖς	κατηγορέω	15	v	2	s	p	i	a	-	-	-
·	punc1	16	u	-	-	-	-	-	-	-	-

τὸν	ὁ	1	l	-	s	-	-	-	m	a	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
δὴ	δή	3	d	-	-	-	-	-	-	-	-
βελτίους	βελτίων	4	a	-	p	-	-	-	m	a	c
ποιοῦντα	ποιέω	5	v	-	s	p	p	a	m	a	-
ἴθι	εἶμι	6	v	2	s	p	m	a	-	-	-
εἰπὲ	εἶπον	7	v	2	s	a	m	a	-	-	-
καὶ	καί	8	c	-	-	-	-	-	-	-	-
μήνυσον	μηνύω	9	v	2	s	a	m	a	-	-	-
αὐτοῖς	αὐτός	10	p	-	p	-	-	-	m	d	-
τίς	τις	11	p	-	s	-	-	-	m	n	-
ἐστιν	εἰμί	12	v	3	s	p	i	a	-	-	-
.	punc1	13	u	-	-	-	-	-	-	-	-

ὁρᾷς	ὁράω	1	v	2	s	p	i	a	-	-	-
,	punc1	2	u	-	-	-	-	-	-	-	-
ὦ	ὦ	3	i	-	-	-	-	-	-	-	-
Μέλητε	Μέλητος	4	n	-	s	-	-	-	m	v	-
,	punc1	5	u	-	-	-	-	-	-	-	-
ὅτι	ὅτι2	6	c	-	-	-	-	-	-	-	-
σιγᾷς	σιγάω	7	v	2	s	p	i	a	-	-	-
καὶ	καί	8	c	-	-	-	-	-	-	-	-
οὐκ	οὐ	9	d	-	-	-	-	-	-	-	-
ἔχεις	ἔχω	10	v	2	s	p	i	a	-	-	-
εἰπεῖν	εἶπον	11	v	-	-	a	n	a	-	-	-
;	punc1	12	u	-	-	-	-	-	-	-	-

καίτοι	καίτοι	1	d	-	-	-	-	-	-	-	-
οὐκ	οὐ	2	d	-	-	-	-	-	-	-	-
αἰσχρόν	αἰσχρός	3	a	-	s	-	-	-	n	n	-
σοι	σοι	4	p	-	s	-	-	-	m	d	-
δοκεῖ	δοκέω	5	v	3	s	p	i	a	-	-	-
εἶναι	εἰμί	6	v	-	-	p	n	a	-	-	-
καὶ	καί	7	c	-	-	-	-	-	-	-	-
ἱκανὸν	ἱκανός	8	a	-	s	-	-	-	n	n	-
τεκμήριον	τεκμήριον	9	n	-	s	-	-	-	n	n	-
οὗ	ὅς	10	p	-	s	-	-	-	n	g	-
δὴ	δή	11	d	-	-	-	-	-	-	-	-
ἐγὼ	ἐγώ	12	p	1	s	-	-	-	m	n	-
λέγω	λέγω3	13	v	1	s	p	i	a	-	-	-
,	punc1	14	u	-	-	-	-	-	-	-	-
ὅτι	ὅτι2	15	c	-	-	-	-	-	-	-	-
σοι	σύ	16	p	2	s	-	-	-	-	d	-
οὐδὲν	οὐδείς	17	p	-	s	-	-	-	n	n	-
μεμέληκεν	μέλω	18	v	3	s	r	i	a	-	-	-
;	punc1	19	u	-	-	-	-	-	-	-	-

ἀλλʼ	ἀλλά	1	d	-	-	-	-	-	-	-	-
εἰπέ	εἶπον	2	v	2	s	a	m	a	-	-	-
,	punc1	3	u	-	-	-	-	-	-	-	-
ὠγαθέ	ἀγαθός	4	n	-	s	-	-	-	m	v	-
,	punc1	5	u	-	-	-	-	-	-	-	-
τίς	τις	6	p	-	s	-	-	-	m	n	-
αὐτοὺς	αὐτός	7	p	-	p	-	-	-	m	a	-
ἀμείνους	ἀμείνων	8	a	-	p	-	-	-	m	a	c
ποιεῖ	ποιέω	9	v	3	s	p	i	a	-	-	-
;	punc1	10	u	-	-	-	-	-	-	-	-

οἱ	ὁ	1	l	-	p	-	-	-	m	n	-
νόμοι	νόμος	2	n	-	p	-	-	-	m	n	-
.	punc1	3	u	-	-	-	-	-	-	-	-

ἀλλʼ	ἀλλά	1	d	-	-	-	-	-	-	-	-
οὐ	οὐ	2	d	-	-	-	-	-	-	-	_
τοῦτο	οὗτος	3	p	-	s	-	-	-	n	a	-
ἐρωτῶ	ἐρωτάω	4	v	1	s	p	i	a	-	-	-
,	punc1	5	u	-	-	-	-	-	-	-	-
ὦ	ὦ	6	i	-	-	-	-	-	-	-	-
βέλτιστε	βέλτιστος	7	a	-	s	-	-	-	m	v	-
,	punc1	8	u	-	-	-	-	-	-	-	-
ἀλλὰ	ἀλλά	9	c	-	-	-	-	-	-	-	-
τίς	τις	10	a	-	s	-	-	-	m	n	_
ἄνθρωπος	ἄνθρωπος	11	n	-	s	-	-	-	m	n	-
,	punc1	12	u	-	-	-	-	-	-	-	-
ὅστις	ὅστις	13	p	-	s	-	-	-	m	n	-
πρῶτον	πρῶτος	14	a	-	s	-	-	-	n	a	-
καὶ	καί	15	d	-	-	-	-	-	-	-	-
αὐτὸ	αὐτός	16	a	-	s	-	-	-	n	a	_
τοῦτο	οὗτος	17	p	-	s	-	-	-	n	a	-
οἶδε	οἶδα	18	v	3	s	r	i	a	-	-	-
,	punc1	19	u	-	-	-	-	-	-	-	-
τοὺς	ὁ	20	l	-	p	-	-	-	m	a	-
νόμους	νόμος	21	n	-	p	-	-	-	m	a	-
;	punc1	22	u	-	-	-	-	-	-	-	-

οὗτοι	οὗτος	1	a	-	p	-	-	-	m	n	_
,	punc1	2	u	-	-	-	-	-	-	-	-
ὦ	ὦ	3	i	-	-	-	-	-	-	-	-
Σώκρατες	Σωκράτης	4	n	-	s	-	-	-	m	v	-
,	punc1	5	u	-	-	-	-	-	-	-	-
οἱ	ὁ	6	l	-	p	-	-	-	m	n	-
δικασταί	δικαστής	7	n	-	p	-	-	-	m	n	-
.	punc1	8	u	-	-	-	-	-	-	-	-

πῶς	πῶς2	1	d	-	-	-	-	-	-	-	-
λέγεις	λέγω3	2	v	2	s	p	i	a	-	-	-
,	punc1	3	u	-	-	-	-	-	-	-	-
ὦ	ὦ	4	i	-	-	-	-	-	-	-	-
Μέλητε	Μέλητος	5	n	-	s	-	-	-	m	v	-
;	punc1	6	u	-	-	-	-	-	-	-	-

οἵδε	ὅδε	1	p	-	p	-	-	-	m	n	-
τοὺς	ὁ	2	l	-	p	-	-	-	m	a	-
νέους	νέος	3	a	-	p	-	-	-	m	a	-
παιδεύειν	παιδεύω	4	v	-	-	p	n	a	-	-	-
οἷοί	οἷος	5	a	-	p	-	-	-	m	n	-
τέ	τε	6	d	-	-	-	-	-	-	-	-
εἰσι	εἰμί	7	v	3	p	p	i	a	-	-	-
καὶ	καί	8	c	-	-	-	-	-	-	-	-
βελτίους	βελτίων	9	a	-	p	-	-	-	m	a	c
ποιοῦσιν	ποιέω	10	v	3	p	p	i	a	-	-	-
;	punc1	11	u	-	-	-	-	-	-	-	-

μάλιστα	μάλιστα	1	d	-	-	-	-	-	-	-	-
.	punc1	2	u	-	-	-	-	-	-	-	-

πότερον	πότερος	1	a	-	s	-	-	-	n	a	-
ἅπαντες	ἅπας	2	a	-	p	-	-	-	m	n	-
,	punc1	3	u	-	-	-	-	-	-	-	-
ἢ	ἢ	4	c	-	-	-	-	-	-	-	-
οἱ	ὁ	5	l	-	p	-	-	-	m	n	-
μὲν	μέν	6	d	-	-	-	-	-	-	-	-
αὐτῶν	αὐτός	7	p	-	p	-	-	-	m	g	-
,	punc1	8	u	-	-	-	-	-	-	-	-
οἱ	ὁ	9	l	-	p	-	-	-	m	n	-
δʼ	δέ	10	c	-	-	-	-	-	-	-	-
οὔ	οὐ	11	d	-	-	-	-	-	-	-	-
;	punc1	12	u	-	-	-	-	-	-	-	-

ἅπαντες	ἅπας	1	a	-	p	-	-	-	m	n	-
.	punc1	2	u	-	-	-	-	-	-	-	-

εὖ	εὖ	1	d	-	-	-	-	-	-	-	-
γε	γε	2	d	-	-	-	-	-	-	-	-
νὴ	νή	3	r	-	-	-	-	-	-	-	-
τὴν	ὁ	4	l	-	s	-	-	-	f	a	-
Ἥραν	Ἥρα	5	n	-	s	-	-	-	f	a	-
λέγεις	λέγω3	6	v	2	s	p	i	a	-	-	-
καὶ	καί	7	d	-	-	-	-	-	-	-	-
πολλὴν	πολύς	8	a	-	s	-	-	-	f	a	-
ἀφθονίαν	ἀφθονία	9	n	-	s	-	-	-	f	a	-
τῶν	ὁ	10	l	-	p	-	-	-	m	g	-
ὠφελούντων	ὠφελέω	11	v	-	p	p	p	a	m	g	-
.	punc1	12	u	-	-	-	-	-	-	-	-

τί	τις	1	p	-	s	-	-	-	n	a	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
δή	δή	3	d	-	-	-	-	-	-	-	-
;	punc1	4	u	-	-	-	-	-	-	-	-

οἱ	ὁ	1	l	-	p	-	-	-	m	n	-
δὲ	δέ	2	d	-	-	-	-	-	-	-	-
ἀκροαταὶ	ἀκροατής	3	n	-	p	-	-	-	m	n	-
βελτίους	βελτίων	4	a	-	p	-	-	-	m	a	c
ποιοῦσιν	ποιέω	5	v	3	p	p	i	a	-	-	-
ἢ	ἢ	6	c	-	-	-	-	-	-	-	-
οὔ	οὐ	7	d	-	-	-	-	-	-	-	-
;	punc1	8	u	-	-	-	-	-	-	-	-

καὶ	καί	1	d	-	-	-	-	-	-	-	-
οὗτοι	οὗτος	2	p	-	p	-	-	-	m	n	-
.	punc1	3	u	-	-	-	-	-	-	-	-

τί	τις	1	p	-	s	-	-	-	n	a	-
δέ	δέ	2	d	-	-	-	-	-	-	-	-
,	punc1	3	u	-	-	-	-	-	-	-	-
οἱ	ὁ	4	l	-	p	-	-	-	m	n	-
βουλευταί	βουλευτής	5	n	-	p	-	-	-	m	n	-
;	punc1	6	u	-	-	-	-	-	-	-	-

καὶ	καί	1	d	-	-	-	-	-	-	-	-
οἱ	ὁ	2	l	-	p	-	-	-	m	n	-
βουλευταί	βουλευτής	3	n	-	p	-	-	-	m	n	-
.	punc1	4	u	-	-	-	-	-	-	-	-

ἀλλʼ	ἀλλά	1	d	-	-	-	-	-	-	-	-
ἄρα	ἄρα	2	d	-	-	-	-	-	-	-	-
,	punc1	3	u	-	-	-	-	-	-	-	-
ὦ	ὦ	4	i	-	-	-	-	-	-	-	-
Μέλητε	Μέλητος	5	n	-	s	-	-	-	m	v	-
,	punc1	6	u	-	-	-	-	-	-	-	-
μὴ	μή	7	d	-	-	-	-	-	-	-	-
οἱ	ὁ	8	l	-	p	-	-	-	m	n	-
ἐν	ἐν	9	r	-	-	-	-	-	-	-	-
τῇ	ὁ	10	l	-	s	-	-	-	f	d	-
ἐκκλησίᾳ	ἐκκλησία	11	n	-	s	-	-	-	f	d	-
,	punc1	12	u	-	-	-	-	-	-	-	-
οἱ	ὁ	13	l	-	p	-	-	-	m	n	-
ἐκκλησιασταί	ἐκκλησιαστής	14	n	-	p	-	-	-	m	n	-
,	punc1	15	u	-	-	-	-	-	-	-	-
διαφθείρουσι	διαφθείρω	16	v	3	p	p	i	a	-	-	-
τοὺς	ὁ	17	l	-	p	-	-	-	m	a	-
νεωτέρους	νέος	18	a	-	p	-	-	-	m	a	c
;	punc1	19	u	-	-	-	-	-	-	-	-

ἢ	ἤ1	1	d	-	-	-	-	-	-	-	-
κ-	καί	2	d	-	-	-	-	-	-	-	-
ἀκεῖνοι	ἐκεῖνος	3	p	-	p	-	-	-	m	n	-
βελτίους	βελτίων	4	a	-	p	-	-	-	m	a	c
ποιοῦσιν	ποιέω	5	v	3	p	p	i	a	-	-	-
ἅπαντες	ἅπας	6	a	-	p	-	-	-	m	n	-
;	punc1	7	u	-	-	-	-	-	-	-	-

κ-	καί	1	d	-	-	-	-	-	-	-	-
ἀκεῖνοι	ἐκεῖνος	2	p	-	p	-	-	-	m	n	-
.	punc1	3	u	-	-	-	-	-	-	-	-

πάντες	πᾶς	1	a	-	p	-	-	-	m	n	-
ἄρα	ἄρα	2	d	-	-	-	-	-	-	-	-
,	punc1	3	u	-	-	-	-	-	-	-	-
ὡς	ὡς	4	c	-	-	-	-	-	-	-	-
ἔοικεν	ἔοικα	5	v	3	s	r	i	a	-	-	-
,	punc1	6	u	-	-	-	-	-	-	-	-
Ἀθηναῖοι	Ἀθηναῖος	7	n	-	p	-	-	-	m	n	-
καλοὺς	καλός	8	a	-	p	-	-	-	m	a	-
κ-	καί	9	c	-	-	-	-	-	-	-	-
ἀγαθοὺς	ἀγαθός	10	a	-	p	-	-	-	m	a	-
ποιοῦσι	ποιέω	11	v	3	p	p	i	a	-	-	-
πλὴν	πλήν	12	r	-	-	-	-	-	-	-	-
ἐμοῦ	ἐγώ	13	p	1	s	-	-	-	m	g	-
,	punc1	14	u	-	-	-	-	-	-	-	-
ἐγὼ	ἐγώ	15	p	1	s	-	-	-	m	n	-
